industry,business_age_years,num_employees,business_type,gst_registered,region,annual_revenue_lakh,gross_margin_pct,operating_cash_flow_lakh,revenue_growth_yoy_pct,revenue_volatility_6m_pct,debt_to_equity_ratio,current_ratio,accounts_receivable_days,months_on_platform,total_invoices_lifetime,avg_invoice_value_lakh,invoice_frequency_monthly,pct_invoices_paid_on_time,avg_payment_delay_days,max_payment_delay_days,dispute_rate_pct,order_value_trend,has_existing_loans,num_active_loans,existing_loan_lakh,prev_bnpl_defaults,credit_bureau_score,months_oldest_credit,num_credit_enquiries_6m,relationship_tenure_months,num_unique_billers,repeat_order_rate_pct,platform_gmv_lakh,last_order_days_ago,support_tickets_open,sector_bnpl_penetration_pct,macro_gdp_growth_pct,default_probability,bnpl_approved,credit_limit_lakh,credit_source
IT Services,8,6,Sole Prop,1,Tier-3,319.53,11.89,25.64,35.38,3.01,3.123,1.288,44.9,12,20,0.328,7.29,60.1,1,15,3.32,stable,1,3,1166.32,0,802,27,2,12,4,56.3,6.56,3,0,35,6.67,0.3057,1,17.04,platform
Construction,15.2,12,LLP,1,Metro,290.71,32.9,64.05,-9.49,20.36,0.293,1.804,39,1,2,8.045,1.31,74.8,0.2,8.8,2.42,stable,1,1,115.95,0,900,86,1,1,5,39.4,16.09,11,0,10,5.86,0.0905,1,18.33,platform
Healthcare Supplies,1,27,Pvt Ltd,0,Tier-1,80.79,27.18,1.1,15.23,7.31,1.995,1.504,58,3,16,6.728,5.95,77.2,3.1,34.2,1.96,growing,0,0,0,0,740,72,1,3,5,79.9,107.65,4,1,20,8.22,0.3365,1,11.07,platform
Manufacturing,1.3,62,Sole Prop,1,Tier-1,18.56,23.19,2.53,-27.62,13.8,1.966,1.067,37.4,9,58,0.547,3.9,94.8,0.3,8.7,0.31,growing,0,0,0,0,712,14,2,9,5,88.1,31.73,33,0,22,7.66,0.2236,1,7.43,biller
Logistics & Freight,16.6,33,Pvt Ltd,1,Metro,168.89,14.74,15,20.8,15.47,0.184,4.938,32.2,3,7,1.266,14.91,81.9,3.1,6,2.29,growing,0,0,0,0,599,55,0,3,2,86.2,8.86,11,0,15,6.79,0.1223,1,11.75,platform
Manufacturing,0.7,5,Sole Prop,0,Rural,162.61,24.72,25.05,3.58,4.71,1.562,1.778,13.5,3,9,12.789,11.91,57.1,13.5,30.2,2.53,declining,1,4,30.98,0,640,0,1,3,4,67.8,115.1,69,2,22,7.58,0.7007,0,0,none
Healthcare Supplies,19.5,18,Public Ltd,1,Tier-3,73.36,24.03,2.56,-26.9,8.96,0.801,1.723,70.5,7,5,1.558,2.02,67,6.5,7.5,1.8,declining,0,0,0,0,615,105,3,7,2,88.7,7.79,35,1,20,5.33,0.2234,1,8.18,biller
Construction,0.5,13,LLP,0,Tier-1,1087.56,2,14.97,-1.42,27.56,1.951,1.57,53,7,277,20.368,3.72,76.5,14.1,19.8,8.09,growing,1,2,31.78,0,607,0,2,7,2,58.3,5641.94,21,0,10,7.5,0.7188,0,0,none
Professional Services,10.8,2,Partnership,1,Tier-1,405.21,24.56,72.48,43.32,1.83,2.361,0.919,35.7,5,89,18.819,4.17,63.5,3.5,8.4,0.67,stable,1,3,44.21,0,726,100,2,5,5,50,1674.89,21,0,30,5.74,0.2767,1,96.75,platform
Wholesale Trade,2.3,18,Sole Prop,1,Tier-3,218.93,15.8,12.64,19.4,20.91,1.964,0.692,90.7,2,15,1.058,1.09,96.6,9.6,16.1,3.45,declining,1,4,22.64,0,617,19,3,2,5,83.9,15.87,101,1,18,7.86,0.4337,0,0,none
Wholesale Trade,14.5,93,LLP,1,Tier-2,109.4,32.09,8.78,10.26,11.21,1.056,3.101,56.7,11,371,2.563,2.24,92.6,3.9,15,5.31,stable,0,0,0,0,595,40,0,11,4,43.7,950.87,16,0,18,6.25,0.1414,1,57.05,platform
Retail (B2B),2.4,12,Pvt Ltd,1,Metro,2051.32,26.14,190.44,18.61,25,0.955,1.308,30.4,12,95,0.471,4.91,79.4,5.5,7.7,2.87,stable,1,3,15.89,0,661,11,2,12,5,93.3,44.74,21,0,28,5.7,0.3387,1,74.29,biller
Manufacturing,5.8,2,Sole Prop,1,Tier-3,36.01,45.47,10.35,28.2,22.06,1.599,0.542,83.2,6,76,1.158,2.26,54.4,16,21.4,3.15,declining,1,1,16.28,0,590,74,1,6,4,74.6,88.01,3,0,22,7.19,0.6253,0,0,none
Manufacturing,0.9,12,Pvt Ltd,0,Metro,90.45,22,5.78,38.47,8.05,1.098,0.79,41.8,29,22,0.324,3.88,73.5,6,13.1,2.25,growing,0,0,0,0,735,98,2,29,5,56.8,7.13,8,1,22,5.73,0.3802,1,14.47,platform
FMCG Distribution,1.9,3,LLP,1,Metro,96.22,8.9,2.24,2.18,21.85,0.414,2.221,37.9,28,55,0.452,4.13,75.5,0.2,5.5,0.02,stable,0,0,0,0,793,80,1,28,3,78.9,24.86,8,2,25,7.8,0.0979,1,19.87,biller
Manufacturing,7.9,31,Pvt Ltd,1,Metro,275.49,2,5.51,19.86,9.3,1.577,2.332,44.2,54,59,2.169,3.47,85.7,15.6,20.7,1.3,stable,1,3,44.91,0,682,29,1,54,4,87.2,127.97,4,0,22,4.82,0.081,1,44.62,biller
Retail (B2B),4.3,21,Pvt Ltd,1,Metro,457.25,10.74,29.4,17.5,32.11,1.166,1.311,53.6,11,5,3.584,6.21,46,5.1,9,0.77,growing,1,4,22.33,0,693,11,0,11,5,91.5,17.92,6,0,28,7.63,0.4848,0,0,none
Healthcare Supplies,13.7,10,Sole Prop,1,Tier-2,27.9,26.53,3.87,10.13,16.2,1.165,2.9,37,16,34,2.707,5.87,63.3,3.9,11.4,4.84,growing,0,0,0,0,676,43,1,16,5,91,92.04,5,0,20,5.62,0.169,1,13.63,biller
IT Services,3.3,8,Pvt Ltd,1,Tier-3,69.52,29.59,8.89,4.27,11.62,1.014,0.819,81.2,53,22,0.635,2.03,99.1,5.6,10.9,1.88,stable,1,1,9.34,0,724,44,0,53,4,65.4,13.97,29,0,35,5.52,0.0813,1,25.66,biller
Healthcare Supplies,10.7,9,Pvt Ltd,1,Tier-2,339.24,14.74,24.71,40.08,10.8,1.152,3.672,40.1,29,25,15.696,6.82,88.6,1.4,6.2,1.73,growing,1,1,43.62,2,648,30,1,29,5,47.9,392.4,3,1,20,7.13,0.4938,0,0,none
Wholesale Trade,3.5,12,Partnership,0,Tier-1,71.44,16.84,12.03,13.26,11.44,0.802,0.718,37.3,22,64,3.97,13.1,84.3,0.9,13.5,1.02,growing,0,0,0,0,538,65,2,22,3,70.9,254.08,22,0,18,4.48,0.4436,0,0,none
IT Services,19.9,5,LLP,1,Metro,103.29,22.84,18.97,-16.35,12.07,2.679,2.157,23,27,106,1.358,12.53,88.4,3.7,20.6,3.01,declining,1,1,17.87,0,616,57,1,27,3,81.2,143.95,1,0,35,5.16,0.1098,1,23.42,biller
Wholesale Trade,16.6,2,Pvt Ltd,1,Metro,230.83,26.56,61.31,-50.1,22.18,0.952,1.864,47.4,14,6,1.45,14.43,88.7,2,6.5,2.17,stable,0,0,0,0,625,11,2,14,4,86.5,8.7,13,0,18,6.62,0.1178,1,20.41,biller
Wholesale Trade,2.5,42,LLP,1,Tier-1,45.98,34.24,10.99,27.08,10.03,1.439,2.49,5.1,31,9,3.903,18.47,72.8,4.5,14.6,3.33,stable,1,2,39.34,0,718,46,3,31,3,71.6,35.13,7,0,18,7.36,0.2165,1,16.05,biller
FMCG Distribution,11.4,7,LLP,0,Tier-2,267.38,14.95,14.43,-0.61,6.61,0.767,0.683,24.6,30,20,40.969,17.14,67.1,11.8,29.7,1.5,stable,0,0,0,2,555,45,0,30,4,70,819.38,91,0,25,6.54,0.8731,0,0,none
Manufacturing,9.9,14,Partnership,1,Metro,427.34,13.09,37.36,4.96,25.74,0.562,1.437,52.1,13,73,9.381,1.61,96.3,3.2,3.3,0.53,stable,0,0,0,0,436,21,1,13,4,78.3,684.81,20,1,22,5.23,0.2104,1,51.97,platform
IT Services,1.7,16,Sole Prop,1,Tier-1,191.28,46.3,65.28,16.16,28.61,1.232,2.785,48.1,6,14,2.475,3.05,74.9,3.2,3.5,3.75,stable,0,0,0,0,591,37,2,6,2,46.3,34.65,8,0,35,7.96,0.3501,1,12.86,platform
IT Services,5.4,17,Pvt Ltd,1,Tier-1,1333.47,43.4,436.06,57.22,7.21,2.319,0.957,50.6,10,8,2.97,5.14,85,15.1,20.1,2.73,growing,1,2,66.32,0,610,56,0,10,1,89.7,23.76,48,1,35,5.54,0.2919,1,65.99,biller
Retail (B2B),0.9,3,Partnership,0,Metro,500.49,15.65,38.34,35.07,12.08,3.094,3.377,43.2,1,34,13.909,5.23,65.4,10.9,19.1,0.81,growing,0,0,0,2,447,19,1,1,1,70.3,472.91,0,1,28,5.88,0.9799,0,0,none
FMCG Distribution,9.6,1,Pvt Ltd,1,Tier-2,171.18,35.71,61.13,3.47,27.44,2.392,0.609,30.8,49,2,10.014,2.07,63.9,3.2,3.9,1.38,growing,1,4,1.47,0,805,73,1,49,4,62.1,20.03,5,0,25,6.2,0.1609,1,32.32,biller
Wholesale Trade,1.5,6,Pvt Ltd,1,Metro,115.58,48.46,15.83,22.61,19.59,0.634,0.702,5,6,26,4.305,3.23,65.7,17.6,18.3,1.3,declining,1,4,9.6,0,831,0,3,6,7,78.8,111.93,28,1,18,5.27,0.3456,1,12.13,platform
Construction,0.9,18,Partnership,0,Tier-1,2114.57,37.8,547.42,-4.05,30.99,1.411,1.069,45.9,11,308,0.656,8.03,40.8,3.8,6.8,4.87,declining,0,0,0,0,619,58,0,11,6,51.4,202.05,1,0,10,7.39,0.8463,0,0,none
Professional Services,3.1,5,Partnership,1,Metro,71.81,12.85,4.86,23.48,21.98,1.262,2.269,7.6,26,40,3.056,9.75,60.2,2.8,6.8,4.71,growing,1,1,12.19,0,697,89,0,26,5,52.8,122.24,35,0,30,5.49,0.2344,1,19.66,platform
Logistics & Freight,4.8,8,Sole Prop,1,Rural,123.84,23.26,11.69,-8.45,19.85,2.416,3.336,20.6,3,10,9.225,2.94,43.2,6.4,10.2,1.97,growing,1,2,3.88,0,684,54,1,3,4,59.8,92.25,3,1,15,6.51,0.6001,0,0,none
Professional Services,10.2,126,Partnership,1,Metro,102.13,2,1.35,11.65,11.38,2.028,1.177,52,34,27,5.458,3.68,79.7,8.6,16.3,0.11,stable,0,0,0,0,660,55,1,34,3,92.6,147.37,7,0,30,6.37,0.1433,1,25.13,biller
Wholesale Trade,18.8,1,LLP,1,Tier-1,316.37,10.42,30.14,12.32,5.23,0.818,1.842,53.7,3,10,2.65,7.74,82.5,7.7,16.8,3.48,stable,1,4,8.93,2,537,8,5,3,3,62.9,26.5,16,0,18,6.08,0.7964,0,0,none
IT Services,3.4,5,Pvt Ltd,1,Metro,4260.83,21.82,651.72,-13.03,2.93,1.783,3.084,56.1,2,5,2.237,3.94,72.6,11.6,33.4,2.92,growing,0,0,0,3,457,19,4,2,5,71.5,11.18,27,0,35,7,0.9114,0,0,none
Manufacturing,0.8,98,Pvt Ltd,0,Metro,256.04,24.64,42.16,-3.77,14.7,2.132,2.237,32.7,18,16,7.537,1.02,78.5,12,15.7,0.59,declining,1,3,28.54,0,684,44,1,18,5,80.9,120.59,0,0,22,4.41,0.3988,1,21.59,biller
Construction,7.4,11,Partnership,1,Metro,115.48,13.68,1.5,-35.49,29.09,1.756,4.789,39,8,10,2.357,3.93,72.7,4,4.5,0.99,stable,1,3,6.62,0,593,79,0,8,2,79.6,23.57,24,0,10,5.69,0.3264,1,8.66,platform
Professional Services,4.7,5,Pvt Ltd,1,Tier-1,236.07,2,3.92,0.42,4.52,1.311,1.195,47.4,7,112,0.6,2.76,69,1.5,1.9,0.72,stable,1,1,15.32,0,692,119,2,7,5,88.6,67.2,11,0,30,6.42,0.2707,1,14.1,biller
Manufacturing,3.5,44,Sole Prop,1,Metro,28.85,24.32,3.5,30.31,13.77,0.798,3.129,46.8,9,200,0.664,3.92,87.7,4.6,13.5,0.76,growing,0,0,0,0,569,45,2,9,6,96.3,132.8,9,1,22,5.59,0.1995,1,12.75,biller
Construction,2.4,12,Partnership,1,Tier-1,139.37,30.74,31.43,47.98,1.6,0.979,1.129,45.1,8,21,0.633,15.56,79.7,30.8,60.3,2.09,stable,0,0,0,0,752,45,1,8,6,94.1,13.29,11,1,10,7.4,0.3841,1,10.96,biller
Manufacturing,4,8,Partnership,0,Tier-3,1969.86,31.19,509.98,37.83,28.84,7.625,1.965,24.7,1,16,1.458,7.12,45.1,14.2,17.2,3.39,stable,1,4,46.07,0,612,82,2,1,4,62.6,23.33,9,0,22,7.03,0.8632,0,0,none
Logistics & Freight,2.6,15,Partnership,1,Tier-2,457.96,19.53,57.98,0.29,6.91,0.523,1.717,33.2,1,36,26.339,2.81,92.2,17.4,18,2.26,growing,0,0,0,0,607,35,0,1,5,82.7,948.2,24,1,15,6.83,0.2285,1,65.58,platform
IT Services,7.6,5,Partnership,1,Metro,1015.72,20.38,20.64,7.86,37.68,6.084,1.969,52.3,8,11,2.568,4.27,61.5,8.4,17.3,1.16,growing,0,0,0,0,682,89,2,8,5,87.9,28.25,5,1,35,6.69,0.3884,1,32.82,biller
Professional Services,4.4,3,Partnership,1,Metro,748.96,24.96,178.37,6.58,19.62,6.047,0.947,58,2,20,7.128,1.99,90.6,6.8,6.8,1.59,stable,1,1,6.89,0,734,0,3,2,4,88.3,142.56,1,0,30,6.61,0.3255,1,36.65,platform
Logistics & Freight,11,10,Pvt Ltd,1,Rural,67.2,26.91,18.08,3.81,30.43,0.477,1.257,49.7,4,26,1.549,10.27,74.2,1,5.9,0.42,growing,1,2,78.97,0,696,23,1,4,5,94.7,40.27,52,0,15,7.62,0.2355,1,9.29,biller
Retail (B2B),4.4,4,Pvt Ltd,1,Metro,2635.38,20.88,442.02,27.49,2.36,0.82,1.03,49.8,27,10,0.649,3.18,60,0.6,7.3,2.06,growing,1,1,1.11,0,643,35,1,27,6,41.9,6.49,56,0,28,7.61,0.3324,1,107.99,platform
Wholesale Trade,1.9,12,Partnership,1,Tier-3,15.08,2,0.13,-3.03,9.77,1.055,1.2,85.8,5,6,9.705,11.71,67.3,0.9,5.7,0.15,stable,0,0,0,0,670,90,2,5,3,83.9,58.23,3,0,18,5.73,0.4296,0,0,none
Manufacturing,10,17,Pvt Ltd,0,Rural,288.73,38.76,101.56,37.05,11.16,0.825,1.573,72.6,36,34,0.381,12.78,86.7,7.7,19.1,3.64,growing,0,0,0,0,752,6,0,36,1,96.6,12.95,2,1,22,5.82,0.1183,1,28.96,biller
Manufacturing,4.6,31,Sole Prop,1,Rural,10.14,16.43,0.88,10.77,15.41,0.831,1.004,36.1,9,39,1.352,12.34,61.1,8.5,29.2,1.34,stable,0,0,0,0,762,1,1,9,3,64.7,52.73,14,0,22,6.09,0.3731,1,7.23,platform
Manufacturing,1.7,42,Pvt Ltd,1,Tier-1,16.47,7.31,0.7,-15.32,21.25,2.357,1.141,83.7,13,8,0.623,7.07,94.9,5.5,11.6,1.6,declining,1,2,12.4,0,564,101,2,13,4,79.7,4.98,0,0,22,5.52,0.3818,1,6.33,platform
FMCG Distribution,5.4,7,Pvt Ltd,0,Metro,671.69,17.29,104.45,6.06,30.4,1.656,2.208,62.2,4,40,0.609,7.71,48.1,24.6,36.9,1.6,growing,1,2,32.79,0,630,92,0,4,2,91.8,24.36,3,0,25,6.33,0.6496,0,0,none
Logistics & Freight,2.7,21,Pvt Ltd,1,Metro,68.86,23.34,12.24,17.58,11.91,2.096,1.937,78.6,1,18,12.612,7.88,67.5,10.3,10.5,2.19,growing,0,0,0,0,601,44,2,1,3,70,227.02,64,0,15,5.15,0.4547,0,0,none
IT Services,9.8,20,Partnership,1,Tier-2,1035.71,14.69,7.61,27.54,10.75,1.194,3.865,58.7,9,14,1.461,5.93,83.9,25.9,28,0.77,declining,1,4,4.51,0,895,20,0,9,3,84.9,20.45,20,1,35,7.92,0.0674,1,48.89,biller
Wholesale Trade,3.5,17,Pvt Ltd,1,Metro,8.64,15.52,0.87,23.08,12.73,1.129,1.772,31.1,15,3,4.556,2.03,95.3,0,26.6,2.33,declining,1,1,34.17,1,532,7,2,15,1,53,13.67,3,0,18,5.78,0.617,0,0,none
FMCG Distribution,7,7,Pvt Ltd,1,Tier-3,160.15,18.1,25.98,1.68,18.66,0.741,3.967,57.5,4,52,5.157,0.99,66,9.1,10.9,3.05,growing,1,4,5.35,0,624,0,1,4,2,66.6,268.16,14,0,25,7.2,0.3085,1,23.02,platform
Construction,1,3,Pvt Ltd,0,Rural,33.04,26.34,2.25,-2.37,2.58,1.981,0.774,36.6,35,18,3.816,11.39,26.5,3.1,9.7,3.95,growing,1,1,93.08,0,742,33,1,35,5,52.6,68.69,13,0,10,5.68,0.8238,0,0,none
Wholesale Trade,3,21,Pvt Ltd,1,Tier-2,114.44,12.41,11.99,42.61,2.96,3.05,0.647,61.5,3,19,1.628,4.88,56.4,22.8,29.4,4.71,growing,1,2,35.86,0,542,59,3,3,8,77.9,30.93,11,0,18,5.96,0.8001,0,0,none
Construction,20.9,1,LLP,1,Tier-1,1583.97,26.05,75.33,8.53,18.25,0.539,1.373,15.4,20,46,0.241,1.91,71.1,0.6,11.2,1.81,stable,0,0,0,0,583,48,3,20,5,60,11.09,42,0,10,7.25,0.3233,1,52.5,platform
Logistics & Freight,8.8,9,LLP,1,Tier-1,2227.25,5.44,66.19,-14.67,1.49,2.53,1.315,52.5,13,110,0.478,4.66,89.1,0.8,7,3.64,stable,0,0,0,0,575,0,2,13,4,68.8,52.58,33,0,15,4.8,0.2641,1,76.23,platform
Wholesale Trade,1.4,1,Pvt Ltd,1,Tier-1,371.7,46.07,125.92,-3.71,26.42,1.681,1.123,52.8,1,14,1.464,5.25,78,0.8,3.8,3.75,growing,1,3,17.39,0,852,53,2,1,8,73.2,20.5,2,0,18,3.73,0.2833,1,22.06,platform
IT Services,2.1,2,Pvt Ltd,1,Tier-2,19.44,34.87,3.64,-31.24,7.09,0.535,1.333,67.5,9,29,3.855,1.99,51.3,1.5,1.8,5.41,growing,0,0,0,0,641,14,2,9,2,87.2,111.8,13,1,35,7.04,0.4439,0,0,none
IT Services,2.5,4,Sole Prop,1,Rural,33.47,18.7,5.6,-24.58,7.15,0.426,2.386,64.2,2,155,0.397,2.03,75.1,0.6,8.5,1.06,growing,0,0,0,0,725,42,1,2,8,81.7,61.54,10,2,35,5.56,0.1874,1,7.41,platform
Manufacturing,5.8,40,LLP,1,Tier-2,226.8,26.02,14.54,-2.6,1.48,1.082,1.326,36.9,7,34,0.14,5.46,68.2,5.7,12.5,2.11,growing,1,2,91.25,0,561,10,2,7,5,77.4,4.76,19,0,22,5.91,0.4125,0,0,none
Professional Services,7.6,25,Public Ltd,1,Tier-1,58.66,7.98,3.76,-7.91,8.27,0.893,2.33,34.1,11,18,9.686,3.6,82.8,1,5.5,2.16,declining,1,2,9.01,0,648,61,2,11,1,83.8,174.35,6,0,30,9.49,0.1247,1,19.22,biller
FMCG Distribution,7.4,6,Pvt Ltd,1,Tier-1,455.39,28.74,80.26,-5.73,6.2,3.109,3.066,32.1,6,181,3.041,4.22,83.2,0.6,8.8,1.66,stable,0,0,0,0,596,74,1,6,6,66,550.42,5,0,25,7.08,0.244,1,52.6,platform
Construction,4.1,27,Partnership,1,Metro,1893.71,32.14,235.46,23.4,26.25,0.987,2.405,39.9,5,5,2.949,3.36,83.7,0.3,1.3,2.37,stable,1,1,26.1,3,553,3,2,5,4,18,14.74,10,1,10,5.67,0.8683,0,0,none
IT Services,8.8,32,Sole Prop,1,Tier-1,45.8,25.2,8.19,25.48,43.09,0.875,1.482,40.9,9,34,3.655,1.41,77.8,7.3,9.6,2.69,growing,0,0,0,0,530,26,2,9,4,67,124.27,0,0,35,6.24,0.3409,1,11.01,platform
IT Services,3.4,10,LLP,1,Tier-2,51.78,32.83,9.9,-15.29,2.74,0.948,1.331,64.4,14,14,2.394,3.12,76.5,15.7,27.3,3.61,declining,1,4,106.48,3,550,0,1,14,4,83,33.52,35,0,35,7.33,0.8678,0,0,none
Construction,1.2,2,Pvt Ltd,1,Tier-2,34.72,21.92,7.38,45.83,8.07,1.118,3.166,6.7,29,48,10.282,1.35,85.5,9.7,11.1,0.5,growing,1,1,41.31,0,660,18,3,29,3,67.9,493.54,10,0,10,5.41,0.2703,1,34.18,biller
Logistics & Freight,4.7,9,Sole Prop,1,Metro,126.98,20.78,19.68,10.01,13.55,1.688,3.795,15.5,13,42,1.217,8.78,78.8,7.4,22.8,0.29,growing,0,0,0,0,654,95,2,13,5,75.7,51.11,5,0,15,6.31,0.2255,1,15.02,platform
Wholesale Trade,15.7,10,Pvt Ltd,1,Metro,195.02,14.08,19.31,8.16,4.4,3.166,1.926,16.8,5,1,1.697,1.54,58.9,0.7,4.5,1.07,declining,0,0,0,0,739,0,1,5,3,93,1.7,6,1,18,4.18,0.2325,1,11.34,biller
IT Services,8.4,3,Pvt Ltd,1,Tier-1,186.83,28.67,23.13,-7.84,20.59,0.503,2.468,42.5,39,76,10.649,2.23,80.2,6.1,40.8,1.63,declining,1,4,14.97,0,700,28,2,39,5,75.4,809.32,14,0,35,5.97,0.0746,1,74.58,biller
Healthcare Supplies,4.8,18,Partnership,1,Tier-2,636.99,11.96,48.5,1.99,1.14,1.854,2.248,56.7,3,35,0.388,1.55,61.5,5,9.4,3.23,growing,0,0,0,0,667,54,3,3,3,86.7,13.58,6,1,20,6.08,0.3298,1,21.98,platform
IT Services,5.7,16,Pvt Ltd,1,Metro,314.24,26.97,38.66,48.57,21.1,0.463,1.191,52.1,5,128,5.001,6.05,88.9,25.9,27.5,5.53,growing,1,1,38.31,0,604,15,3,5,7,69.4,640.13,0,0,35,8.24,0.3105,1,38.53,platform
Wholesale Trade,13.8,19,Sole Prop,1,Metro,166.97,25.64,25.02,-13.63,15.89,3.116,1.749,25.7,2,8,20.35,10.29,97.1,13.6,20,2.89,growing,0,0,0,0,756,22,0,2,2,73.9,162.8,7,0,18,5.55,0.1283,1,21.4,platform
Healthcare Supplies,3.3,16,Sole Prop,1,Rural,191.96,38.13,66.7,13.35,22.55,0.389,1.974,63.9,14,18,2.168,11.12,71.9,1.1,1.6,0.81,growing,1,3,43.34,0,789,97,4,14,7,62.6,39.02,18,0,20,6.66,0.1947,1,18.83,platform
Manufacturing,2.5,27,LLP,0,Metro,204.33,29,31.32,-2.85,14.89,3.594,3.273,67.6,3,59,0.584,3.37,56.7,6.2,12.1,0.84,growing,0,0,0,0,579,0,3,3,3,80.4,34.46,101,0,22,9.27,0.7449,0,0,none
Manufacturing,19.4,10,Partnership,0,Metro,167.18,2,0.8,-28.19,22.33,2.871,1.528,60.2,2,21,0.566,5.17,60.9,1.3,8.1,0.72,stable,1,3,12.64,1,616,18,1,2,3,95.6,11.89,53,0,22,5.58,0.836,0,0,none
Manufacturing,10.5,15,Pvt Ltd,1,Tier-1,70.25,14.04,7.14,-22.72,20.31,0.721,0.914,35.7,22,23,5.491,6.07,79.4,1.8,19,0.57,growing,0,0,0,0,852,30,0,22,6,64.3,126.29,38,0,22,7.26,0.0753,1,21.62,platform
Retail (B2B),2.5,7,Pvt Ltd,1,Metro,33.64,13.73,3.68,20.21,13.2,0.88,1.532,44.8,18,1,1.15,2.84,83.5,18.4,20.6,1.62,declining,1,1,35.13,2,652,23,1,18,4,76.8,1.15,0,0,28,7.32,0.7767,0,0,none
Healthcare Supplies,3.6,6,Partnership,1,Tier-2,221.23,13.22,29.17,-26.45,20.58,0.296,1.504,65.2,29,19,10.833,2.85,57.8,31.2,36.1,0.86,growing,0,0,0,0,637,81,5,29,3,78.4,205.83,65,0,20,6.58,0.4072,0,0,none
IT Services,3.2,53,Sole Prop,1,Tier-2,90.11,33.6,24.71,-16.7,29.24,0.33,1.133,44.2,12,110,1.339,2.32,84.3,2.6,9,1.69,stable,0,0,0,0,772,9,0,12,5,88.8,147.29,8,0,35,7.43,0.1387,1,20.03,biller
Manufacturing,1.3,1,Partnership,1,Metro,378.1,2,4.02,24.44,2.87,1.062,2.737,47.8,5,56,2.046,4.01,86.6,1.5,4.4,2.11,stable,0,0,0,0,775,31,1,5,3,60.2,114.58,14,0,22,6.41,0.1302,1,22.8,platform
FMCG Distribution,16.3,31,Partnership,1,Metro,200.49,39.09,52.13,22.02,5.29,1.573,2.846,52.7,19,25,0.69,8.4,74.8,0.5,2.7,3.99,growing,1,1,41.05,0,758,10,0,19,3,78.3,17.25,0,0,25,7.24,0.0819,1,22.65,biller
FMCG Distribution,3.1,6,Partnership,1,Tier-1,185.1,33.98,43.86,9.17,27.98,3.102,0.473,41.3,10,8,6.105,2.12,97.9,1.5,1.8,0.97,growing,1,3,91.43,0,706,65,1,10,5,73.7,48.84,29,0,25,8.19,0.2496,1,16.17,platform
FMCG Distribution,10.9,5,Pvt Ltd,1,Tier-2,719.29,24.23,123.49,-15.56,23.99,1.077,3.119,35.2,10,19,2.824,5.17,61.3,7.5,17.6,1.76,stable,1,4,16.22,0,750,55,0,10,5,83.8,53.66,19,2,25,7.71,0.1647,1,41.08,biller
Manufacturing,1.5,16,Sole Prop,1,Tier-1,25.37,26.19,0.33,-15.63,29.3,1.212,1.916,53.4,3,3,9.232,2.04,69,14.7,20.7,0.29,stable,0,0,0,0,704,49,1,3,4,67.5,27.7,18,1,22,6.91,0.3546,1,5.11,platform
IT Services,4.5,2,Partnership,1,Tier-3,2158.03,22.9,225.66,-18.48,13.92,0.494,1.738,58.9,20,68,0.413,1.64,77,0.5,8.2,4.58,stable,0,0,0,3,362,48,1,20,4,72.8,28.08,3,0,35,6.42,0.8593,0,0,none
Professional Services,0.6,4,LLP,0,Tier-3,8.51,23.9,1.46,5.33,32.54,1.2,2.119,20,29,50,0.847,3.79,86,9.4,11,1,stable,1,4,45.71,0,668,25,1,29,4,56,42.35,18,0,30,5.39,0.3522,1,13.39,platform
Healthcare Supplies,7.7,4,Sole Prop,0,Tier-1,1381.76,35.52,429.37,20.82,43.93,1.459,0.69,44.4,8,18,2.407,1.96,72.1,3.3,5.1,1.78,stable,1,3,17.36,0,723,41,0,8,5,68.2,43.33,10,0,20,6.25,0.3663,1,64.91,platform
Wholesale Trade,4.8,9,Pvt Ltd,1,Metro,240.13,19.32,20.48,-0.48,26.53,2.16,1.3,26.9,4,94,2.209,8.4,65.1,8.1,19.4,4.59,stable,0,0,0,0,713,22,2,4,3,78.9,207.65,57,1,18,6.46,0.4556,0,0,none
Wholesale Trade,5.4,5,Partnership,1,Rural,87.04,29.2,12.61,25.7,20.82,1.3,2.32,44.3,3,69,8.769,3.95,72.1,1.4,13,1.2,growing,1,3,20.21,0,671,61,2,3,1,58.9,605.06,44,0,18,6.49,0.338,1,33.96,platform
IT Services,0.8,70,Sole Prop,0,Tier-1,23.1,11.54,1.44,40.2,22.34,2.861,2.159,71.3,2,62,1.558,2.72,88.5,0.3,21.2,1.23,declining,1,2,2.97,0,768,47,4,2,5,90.6,96.6,41,0,35,3.66,0.3401,1,8.24,biller
FMCG Distribution,1.7,87,Pvt Ltd,1,Tier-1,78.31,28.39,12.59,15.82,16.69,1.373,1.391,55.8,6,119,3.442,2.67,90.9,2.4,5.8,2.22,stable,1,2,59.45,0,855,3,0,6,2,65.5,409.6,0,0,25,4.74,0.1409,1,33.54,platform
IT Services,0.9,1,Sole Prop,0,Tier-1,144.15,18.73,21.97,-17.07,18.22,1.211,1.695,41.6,23,214,2.007,3.96,69.7,5.5,13.1,1.32,stable,1,3,5.42,0,740,0,0,23,4,81,429.5,22,0,35,7.09,0.2791,1,35.22,biller
